D,E
0.0,0.65625
1.0,0.65625
2.0,0.84375
3.0,0.84375
4.0,0.96875
5.0,0.96875
6.0,1.03125
7.0,1.03125
8.0,1.03125
9.0,1.03125
10.0,0.96875
11.0,0.96875
12.0,0.84375
13.0,0.84375
14.0,0.65625
15.0,0.65625
16.0,0.65625
17.0,0.65625
18.0,0.84375
19.0,0.84375
20.0,0.96875
21.0,0.96875
22.0,1.03125
23.0,1.03125
24.0,1.03125
25.0,1.03125
26.0,0.96875
27.0,0.96875
28.0,0.84375
29.0,0.84375
30.0,0.65625
31.0,0.65625
